1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0.133688034,0.254773078,0.293113106,0.361210377,0.427875073,0.559309413,0.544465401,0.570223734,0.687970455,0.708060244,0.711484126,0.718608711,0.707950383,0.725293763,0.749907655,0.750039551,0.751677048,0.759023404,0.770323684,0.782900829,0.792985941,0.803245971,0.79664947,0.806560705,0.814647691,0.836531974,0.825451532
0.138476959,0.249252133,0.290819704,0.34612715,0.421839304,0.531210143,0.531992604,0.558468358,0.680416636,0.702680321,0.705544719,0.709364387,0.695298582,0.711848772,0.744545661,0.743544801,0.746101128,0.756230138,0.765977663,0.785092775,0.795240432,0.790225415,0.786832801,0.791792038,0.818652351,0.833342226,0.820115604
0.137720744,0.251829675,0.28988203,0.344126161,0.428763268,0.562925737,0.540220407,0.570661284,0.692248991,0.714384393,0.714599274,0.719716751,0.710633179,0.727136608,0.759529922,0.756258243,0.760292972,0.764476944,0.776769831,0.787383015,0.794471474,0.800073745,0.801595653,0.803683525,0.82321672,0.839303769,0.820695794
0.135588143,0.261227252,0.294032804,0.358593615,0.426432903,0.52916565,0.532768529,0.560338066,0.698834476,0.71884717,0.714070208,0.716292839,0.70617868,0.726966118,0.764505378,0.763351371,0.763722733,0.768844428,0.782590805,0.788813486,0.800301339,0.79616428,0.79485611,0.801248989,0.826262035,0.836562146,0.81984877
0.139179647,0.250753556,0.287791508,0.341043005,0.427528249,0.543838826,0.536123031,0.568051805,0.695438521,0.716200289,0.715263173,0.712443949,0.70557392,0.727966331,0.756122888,0.754378409,0.757622275,0.761645442,0.769937495,0.783233012,0.788913869,0.80032237,0.794455823,0.79663853,0.812273204,0.833878784,0.824098918
0.139410018,0.259701969,0.29070791,0.343551172,0.42997255,0.545855452,0.536007347,0.557358753,0.697247937,0.717060523,0.707344486,0.71901896,0.712857363,0.728009217,0.754362515,0.75337813,0.756406268,0.760281943,0.7707903,0.783696232,0.799465418,0.802794629,0.803654024,0.814098831,0.811878122,0.839531207,0.826251741
0.137175718,0.254857832,0.294679653,0.350239801,0.427130535,0.5282359,0.532639513,0.5618283,0.693289566,0.714666,0.715270337,0.722273476,0.711793489,0.726627153,0.753963474,0.75376632,0.758688407,0.758071037,0.768134237,0.78605361,0.801046011,0.796545682,0.799522116,0.801475435,0.811227942,0.837137968,0.820796023
0.137006839,0.251524268,0.293788834,0.352742596,0.421129394,0.548277344,0.529368197,0.553391305,0.686106605,0.706218761,0.709498082,0.719541086,0.708222448,0.719974071,0.753826655,0.753338816,0.751930592,0.756250247,0.770352368,0.784137364,0.79667686,0.797750201,0.797863399,0.798975877,0.810600497,0.833874828,0.822027623
0.135027904,0.254915768,0.291196262,0.348660437,0.424871682,0.546726942,0.537456552,0.564675025,0.692316253,0.709407313,0.710810518,0.704549328,0.697363168,0.716725709,0.744574256,0.74522515,0.749414229,0.75690975,0.765429738,0.78139699,0.787379276,0.789382537,0.787233031,0.792186302,0.813076672,0.835064418,0.821690131
0.13657514,0.253807766,0.294925267,0.356003175,0.431010958,0.545083692,0.542012604,0.568198959,0.693940023,0.713533685,0.715149853,0.71640758,0.709588762,0.724113381,0.740953664,0.741710706,0.750426123,0.749894265,0.767039167,0.779756317,0.795345912,0.799714021,0.80143976,0.800864413,0.824056228,0.836702601,0.824573525
